General Attribute,Matched Medical Attributes,Accuracy,Label
view,Single View; View Comparison; View Apical Lordotic; View Waters; Cxr Single View; View Sunrise,0.9889019727706909,non-medical
couple,Couple Action,0.9888026118278503,non-medical
play,Does Play,0.9886214137077332,non-medical
reexploration,Reexploration Procedure,0.9883484244346619,non-medical
smoking,History Of Smoking,0.9875854849815369,non-medical
asbestos,History Of Asbestos Exposure,0.986569881439209,non-medical
tobacco,Tobacco In Any Form; Tobacco Abuse,0.986361563205719,non-medical
postcentral,Left Postcentral Gyrus; Structure Of Postcentral Gyrus,0.9860898852348328,non-medical
orders,Orders Hl7Publishingdomain,0.9841806888580322,non-medical
codes,Applies To Hl7 Value Set And Coded Concept Property Codes; Specimen Source Codes Polyps; Blue Codes; A Codes,0.9841552376747131,non-medical
accentuation,Murmur Apical Diastolic With Presystolic Accentuation,0.9838558435440063,non-medical
shooting,Shooting Sensation Quality,0.9837598204612732,non-medical
snare,Snare Instrument,0.983281135559082,non-medical
confusion,Cognitive Functions Confusion; History Of Confusion,0.9827343821525574,non-medical
acquisition,Dynamic Acquisition; Image Acquisition,0.9825062155723572,non-medical
reason,Change Reason; Primary Reason; Event Reason; Revision Reason; Suboptimal Image Reason,0.9824972748756409,non-medical
impaction,Faecal Impaction,0.9824633002281189,non-medical
migration,Stent Migration,0.9817461967468262,non-medical
disturbance,Gait Disturbance Ctcae,0.9814894199371338,non-medical
presacral,Presacral Space,0.9814102053642273,non-medical
display,Display Arrangement,0.9810539484024048,non-medical
staghorn,Bilateral Staghorn Calculus,0.980968713760376,non-medical
held,Held Inspiration Physiologic Challenge Procedure,0.9808899760246277,non-medical
transmission,Send Transmission; Data Transmission; Transmission Process,0.9805567860603333,non-medical
charge,Charge Electrical,0.9798890948295593,non-medical
saddle,Saddle Pe,0.9797229170799255,non-medical
exchange,Degree Of Relationship Exchange; Nonsister Chromatid Exchange,0.9788567423820496,non-medical
collection,Collection Action; Unusual Gas Collection; No Collection,0.9787673354148865,non-medical
challenge,Held Inspiration Physiologic Challenge Procedure,0.9787014126777649,non-medical
coded,Applies To Hl7 Value Set And Coded Concept Property Codes,0.9783799648284912,non-medical
bruit,Right Femoral Bruit,0.9781803488731384,non-medical
projections,Projections And Predictions,0.9780566096305847,non-medical
discussion,Discussion Communication,0.9777716994285583,non-medical
basically,My Appearance Has Basically Not Changed,0.9771074652671814,non-medical
paid,Paid Hours,0.9766740798950195,non-medical
specimens,Biological Specimens,0.9765617251396179,non-medical
unresectable,Unresectable Mass,0.9764899611473083,non-medical
sulcal,Sulcal Effacement,0.976118803024292,non-medical
hardening,Beam Hardening Artifact,0.9760202169418335,non-medical
fungus,Culture For Fungus,0.975735604763031,non-medical
geographic,Geographic Pattern,0.9757007360458374,non-medical
origin,Vessel Common Origin; Vessel Origin; Unknown Origin Qualifier Value,0.9756852388381958,non-medical
studies,Scientific Studies; Follow Up Studies; Imaging Studies; Other Imaging Studies,0.9749305844306946,non-medical
flair,Flair Product; Flair Image,0.9747638702392578,non-medical
branching,Normal Branching,0.9739768505096436,non-medical
c,C News,0.9739416837692261,non-medical
wiring,Procedure Sternum Wiring,0.973211944103241,non-medical
valsalva,Valsalva S Maneuver,0.9727875590324402,non-medical
turn,Does Turn Finding,0.9725837111473083,non-medical
dissolved,Study Site Dissolved,0.9721251130104065,non-medical
arranged,Arranged Transportation,0.9720598459243774,non-medical
arrival,Arrival Action,0.9719386696815491,non-medical
hour,One Activity Hour,0.9701759219169617,non-medical
remains,Body Remains,0.9701251983642578,non-medical
spike,Spike Physical Object,0.9696005582809448,non-medical
estimated,Estimated Potential Vessel Value,0.9688112735748291,non-medical
slowed,Slowed Transit,0.9685306549072266,non-medical
caval,Vena Caval Structure; Superior Vena Caval; Inferior Vena Caval,0.9683797955513,non-medical
work,Physical Hard Work; Work Of Breathing; Work Ups,0.9682899117469788,non-medical
umbrella,Umbrella Filters,0.9673932790756226,non-medical
waters,View Waters,0.9669162631034851,non-medical
subjective,Subjective Fever,0.966266930103302,non-medical
exertion,Borg Category Ratio 10 Perceived Exertion Score 1,0.9662657976150513,non-medical
ratios,Likelihood Ratios,0.9658452868461609,non-medical
changed,Not Changed; Changed Status; My Appearance Has Basically Not Changed,0.9658288955688477,non-medical
flap,Flap Repair,0.9657157063484192,non-medical
chemical,Chemical Moiety,0.9656044244766235,non-medical
color,Grayscale Color Map; Color Doppler; Color Doppler Ultrasonography,0.9648580551147461,non-medical
hearing,Hearing Functions Unspecified,0.9647130966186523,non-medical
osteophyte,Osteophyte Formation,0.9642894268035889,non-medical
metallic,Metallic Lead; Metallic Foreign Material; Metallic Object; Metallic Stents,0.9635045528411865,non-medical
coarse,Coarse Breath Sounds,0.9633614420890808,non-medical
weaning,Difficulty Weaning; Weaning From Ventilator Finding,0.9628900289535522,non-medical
foreign,Metallic Foreign Material,0.9625207781791687,non-medical
agitated,Agitated Behaviour,0.962289035320282,non-medical
schmorl,Schmorl S Nodes Of Unspecified Region,0.9619967341423035,non-medical
thought,Thought Functions Unspecified,0.9615354537963867,non-medical
performance,Performance Outcome,0.9612901210784912,non-medical
plate,Plate Like Atelectasis,0.9612767100334167,non-medical
planes,Set Of Coronal Planes; Set Of Sagittal Planes,0.9609023928642273,non-medical
beam,Beam Hardening Artifact,0.9608670473098755,non-medical
fresh,Fresh Frozen,0.9606658220291138,non-medical
processing,Processing Auditory; Processing Technique,0.9603016376495361,non-medical
harvest,Harvest Procedure,0.9597488045692444,non-medical
area,Limited Area; Geographical Area; Area 7 Of Brodmann Guenon; Area 18 Of Brodmann Guenon; Local Area,0.959685206413269,non-medical
auditory,Processing Auditory; External Auditory Canal Structure; Internal Auditory Canal Right,0.9587836265563965,non-medical
film,Coating Film,0.9587403535842896,non-medical
pars,Defects Pars,0.95850670337677,non-medical
fuzzy,Fuzzy Head,0.9578896760940552,non-medical
simulate,Simulate Composite Resin,0.9575536251068115,non-medical
needed,Not Needed Qualifier Value,0.956967830657959,non-medical
bullet,Bullet Shape,0.9559940099716187,non-medical
omental,Structure Of Region Of Omental Bursa,0.9555476903915405,non-medical
plateau,Tibial Plateau Structure,0.9554657936096191,non-medical
lying,Lying Flat,0.955186665058136,non-medical
subependymal,Subependymal Region,0.9549453258514404,non-medical
potential,Estimated Potential Vessel Value,0.9548817873001099,non-medical
maneuver,Valsalva S Maneuver,0.9546331763267517,non-medical
desiccation,Desiccation Action,0.954153299331665,non-medical
bony,Bony Destruction; Bony Appendage; Bony Defect; Bony Fusion,0.9539329409599304,non-medical
breaking,Breaking Down,0.9537736773490906,non-medical
positions,Abnormal Positions; Seated Positions; Change Positions,0.95279461145401,non-medical
likelihood,Likelihood Ratios,0.9526165127754211,non-medical
loops,Dilated Loops; A Loops,0.9522821307182312,non-medical
support,Ventilatory Support,0.9513934850692749,non-medical
lordotic,View Apical Lordotic; Apical Lordotic,0.9501067996025085,non-medical
regions,Hemispheric Regions,0.950039267539978,non-medical
geographical,Geographical Area,0.9499689340591431,non-medical
examined,Not Examined For Contextual Qualifier Qualifier Value,0.9499038457870483,non-medical
pulling,Pulling Action,0.9491801261901855,non-medical
less,Less Than Or Equal To; Less Than 50 000; Psa Level Less Than Five; Psa Level Less Than Two,0.9486944675445557,non-medical
indication,Indication Of Contextual Qualifier; No Indication Of,0.9482468962669373,non-medical
self,Self Extubated,0.9475582838058472,non-medical
fear,Fear Mental Process,0.947391152381897,non-medical
slightly,Slightly Worse; 3 Slightly; 2 Slightly; Slightly Above; Slightly Below; Slightly Difficult,0.9472982883453369,non-medical
familial,Congenital Familial And Genetic Disorder Class,0.9469013214111328,non-medical
plain,Plain Radiography,0.9458841681480408,non-medical
degree,Degree Of Relationship Exchange,0.9458644390106201,non-medical
super,A Little T Super Little A; D Little O Super Little B; D Little O Super Little A; I Little N Super Little B,0.9452232122421265,non-medical
outer,Outer Greatest Diameter,0.9446435570716858,non-medical
gross,Normal Gross Anatomical Structure,0.9445067644119263,non-medical
ingested,Bolus Of Ingested Food,0.9435141086578369,non-medical
little,A Little T Super Little A; Yes Limited A Little; D Little O Super Little B; D Little O Super Little A; I Little N Super Little B,0.9428070783615112,non-medical
diffusely,Diffusely Increased,0.9425785541534424,non-medical
ethanol,Anhydrous Ethanol,0.9423319101333618,non-medical
lack,Lack Of Memory,0.9423250555992126,non-medical
recess,Structure Of Lateral Recess Of Fourth Ventricle; Right Piriform Recess,0.9420645833015442,non-medical
idiopathic,Dish Diffuse Idiopathic Skeletal Hyperostosis; Acute Exacerbation Of Idiopathic Pulmonary Fibrosis; Ipf Idiopathic Pulmonary Fibrosis,0.94193434715271,non-medical
map,Grayscale Color Map,0.9414878487586975,non-medical
person,Advocate Person,0.9409248232841492,non-medical
diverticula,Few Colonic Diverticula,0.9409109950065613,non-medical
apical,Murmur Apical Diastolic With Presystolic Accentuation; View Apical Lordotic; Apical Pleural Thickening; Apical Lordotic,0.9395163655281067,non-medical
organization,Company Organization,0.9394296407699585,non-medical
semi,Semi Erect,0.9393843412399292,non-medical
could,Could Not Be Determined,0.9388434290885925,non-medical
localization,Stereotactic Localization,0.9384152293205261,non-medical
dense,Dense Material; Dense Infiltrates,0.9369071125984192,non-medical
extubated,Self Extubated,0.9357909560203552,non-medical
glass,Ground Glass Opacification; Ground Glass; Ground Glass Appearance,0.9352747797966003,non-medical
coronal,Set Of Coronal Planes,0.9350016713142395,non-medical
labeled,Labeled Qualifier,0.9342661499977112,non-medical
ten,Ten Day Report,0.9340181946754456,non-medical
opacities,Diffuse Opacities,0.9338427782058716,non-medical
psa,Psa Level Less Than Five; Psa Level Less Than Two,0.933755099773407,non-medical
erect,Semi Erect,0.9327641129493713,non-medical
falls,Multiple Falls,0.9323932528495789,non-medical
exposure,History Of Asbestos Exposure,0.932357132434845,non-medical
trochanteric,Trochanteric Femoral Fracture; Entire Trochanteric Section Of Femur,0.9321154356002808,non-medical
pass,Pass Indicator,0.9316765666007996,non-medical
infratemporal,Structure Of Infratemporal Fossa,0.9310199022293091,non-medical
gyri,Medial Part Of Gyri Orbitales,0.9304143190383911,non-medical
convex,Convex To Left; Convex To Right,0.929962158203125,non-medical
schedule,Prn Schedule Frequency,0.9299157857894897,non-medical
hemispheric,Hemispheric Regions,0.9295697212219238,non-medical
unable,Unable To Assess; Unable To See At All,0.9286803603172302,non-medical
circumferential,Multiple Benign Circumferential Skin Creases On Limbs,0.9283103346824646,non-medical
labeling,Labeling Spin,0.9274762272834778,non-medical
improving,Improving Qualifier Value,0.9270190596580505,non-medical
skew,Skew Deviation,0.9269214272499084,non-medical
flow,Flow Rate; Doppler Colour Flow,0.9265538454055786,non-medical
able,Not At All Able; Able To See Finding,0.9264175891876221,non-medical
clavian,Sub Clavian,0.9262630343437195,non-medical
stand,Ability To Stand Upright,0.9257863163948059,non-medical
cast,Fiberglass Cast Device Physical Object,0.9257546663284302,non-medical
incidental,Incidental Findings,0.9253476858139038,non-medical
holding,Breath Holding With Temper,0.9250906109809875,non-medical
displaced,Non Displaced; Non Displaced Fracture,0.9250246286392212,non-medical
shear,Shear Injury,0.9242187142372131,non-medical
make,Make Instruction Imperative,0.9239016771316528,non-medical
spectrum,Electromagnetic Spectrum,0.9236526489257812,non-medical
week,In The Last Week; One Week; More Than A Week,0.9236493706703186,non-medical
morning,In The Morning,0.9233070015907288,non-medical
command,Remote Control Command Transport To,0.9229885339736938,non-medical
impression,Impression Attitude,0.9223368763923645,non-medical
sub,Sub Clavian,0.9221722483634949,non-medical
production,Increased Sputum Production; Production Sputum,0.9218575954437256,non-medical
landmarks,Anatomic Landmarks,0.9217342734336853,non-medical
extremely,Extremely Limited; Extremely Poor; Extremely Difficult,0.9217272400856018,non-medical
periosteal,Hand X Ray Periosteal New Bone Formation,0.921721339225769,non-medical
greatest,Outer Greatest Diameter,0.921373724937439,non-medical
fused,Not Fused,0.9212537407875061,non-medical
fiberglass,Fiberglass Cast Device Physical Object,0.9208473563194275,non-medical
degradation,Material Degradation; Elevated Fibrin Degradation Fragment Concentration,0.9205427765846252,non-medical
sit,Does Sit Up,0.9203315377235413,non-medical
immediate,Immediate Radiation Injury,0.9198280572891235,non-medical
tentorium,Structure Of Tentorium Cerebelli,0.9190464019775391,non-medical
suboptimal,Suboptimal Image Reason,0.9188803434371948,non-medical
frozen,Fresh Frozen,0.9179177284240723,non-medical
compressing,Compressing Action,0.9171631336212158,non-medical
ratio,Increased Mass To Volume Ratio; Borg Category Ratio 10 Perceived Exertion Score 1; Decreased Mass To Volume Ratio; Abnormal Mass To Volume Ratio,0.9163994193077087,non-medical
perilesional,Perilesional Route Of Administration,0.9160683751106262,non-medical
steri,Steri Strip,0.9153701663017273,non-medical
texture,With Texture,0.9152306318283081,non-medical
outflow,Structure Of Outflow Tract Of Right Ventricle,0.9147966504096985,non-medical
dehiscence,Sternal Dehiscence,0.9147817492485046,non-medical
shifting,Fluid Shifting,0.9144591689109802,non-medical
instrument,Snare Instrument,0.914400041103363,non-medical
fifteen,Fifteen Minutes,0.9138608574867249,non-medical
enhance,Enhance Action,0.9127634167671204,non-medical
averaging,Partial Volume Averaging,0.9123308658599854,non-medical
convergence,Convergence Action,0.9120298027992249,non-medical
exaggerated,Exaggerated Lordosis,0.9116768836975098,non-medical
hooks,Laminar Hooks,0.9115784764289856,non-medical
rendering,Volume Rendering; Imaging Study With 3 Dimensional Rendering,0.9111108183860779,non-medical
moiety,Chemical Moiety,0.9109427332878113,non-medical
gauge,20 Gauge; 18 Gauge; 22 Gauge,0.910450279712677,non-medical
dynamic,Dynamic Acquisition,0.9102339744567871,non-medical
upright,Sitting Upright; Pa Upright; Ability To Stand Upright,0.9097188115119934,non-medical
pack,Battery Pack,0.9091609716415405,non-medical
stools,Maroon Stools,0.9089816212654114,non-medical
indeterminate,Indeterminate Nodule Type,0.9085476994514465,non-medical
ruq,Ruq Right Upper Quadrant,0.9081311821937561,non-medical
processes,Spinous Processes; Neoplastic Processes; Processes Pathological,0.9079322218894958,non-medical
aspirate,Aspirate Substance,0.9076558351516724,non-medical
patchy,Patchy Distribution,0.9075962901115417,non-medical
five,Forty Five Minutes; Five Per Second; Greater Than Seventy Five Percent; Psa Level Less Than Five; Sixty Five,0.9070470929145813,non-medical
intertrochanteric,Intertrochanteric Fracture Of Femur,0.9069984555244446,non-medical
pupil,Anisocoria Unequal Pupil Diameter,0.9065080285072327,non-medical
experienced,Have You Experienced Tenderness,0.9062542915344238,non-medical
bloc,En Bloc,0.9058261513710022,non-medical
spinous,Spinous Processes,0.9053232669830322,non-medical
opercular,Opercular Region,0.905303955078125,non-medical
values,Techniques Values,0.9052438139915466,non-medical
tingling,Tingling Sensation,0.9045798778533936,non-medical
light,Light Intensity,0.9045730829238892,non-medical
breathing,Work Of Breathing; Breathing Distress Question,0.9045171737670898,non-medical
substance,Liquid Substance; Peritoneal Fluid Body Substance; Mucous Body Substance; Aspirate Substance; Trabecular Substance Of Bone; Of Substance Abuse,0.9031899571418762,non-medical
phone,Phone Call,0.9023123383522034,non-medical
hepatitis,Ih Infectious Hepatitis,0.9021697640419006,non-medical
honeycombed,Honeycombed Pattern,0.9020689129829407,non-medical
sense,Sense Of Identity Observable Entity,0.9020679593086243,non-medical
digit,Digit Structure,0.9018871784210205,non-medical
battery,Battery Pack,0.9017229676246643,non-medical
fair,A Fair Amount,0.9003860354423523,non-medical
coils,Coils Formation,0.900196373462677,non-medical
sternal,Sternal Dehiscence,0.8990787267684937,non-medical
containing,Gipc Pdz Domain Containing Family Member 1; Polymethyl Methacrylate Containing Product,0.8990036845207214,non-medical
max,Max 4,0.8986959457397461,non-medical
asymmetry,Asymmetry Qualifier Value,0.8983899354934692,non-medical
subcarinal,Subcarinal Mass,0.8978517651557922,non-medical
call,Phone Call,0.8978449702262878,non-medical
subtraction,Techniques Subtraction,0.8973257541656494,non-medical
stretched,Material Stretched,0.897067666053772,non-medical
screws,Facet Screws,0.8967491388320923,non-medical
material,Radiographic Contrast Material; Metallic Foreign Material; Material Degradation; Infusion Reaction Extravasation Of Contrast Material; Dense Material; Material Stretched,0.8965582847595215,non-medical
brought,Brought On By,0.896318793296814,non-medical
sob,Sob Shortness Of Breath,0.89525306224823,non-medical
echo,Magnetization Prepared Rapid Gradient Echo Mri; Spin Echo Imagings; Three Dimensional Magnetization Prepared Rapid Gradient Echo Imaging,0.895056426525116,non-medical
coating,Coating Film,0.894450843334198,non-medical
hours,Few Hours; 18 Hours; 6 Hours; 4 Hours; 8 Hours; 5 Hours; 7 Hours; Within 24 Hours; Paid Hours; Within Last 24 Hours,0.8941406011581421,non-medical
phenomenon,Pulse Phenomenon,0.894008219242096,non-medical
direction,West Direction; Anterograde Direction,0.8938853740692139,non-medical
providing,Providing Action,0.8934374451637268,non-medical
get,Cannot Get About Finding,0.8930131793022156,non-medical
sound,Sound Of Respiration; Peristaltic Sound Absence,0.8930007815361023,non-medical
passive,Passive Congestion,0.8924530744552612,non-medical
distribution,Patchy Distribution,0.8921951055526733,non-medical
content,Content Of Mediastinum,0.8917719125747681,non-medical
west,West Direction,0.8914021849632263,non-medical
except,Except For,0.8911729454994202,non-medical
patents,Patents Rights,0.8909705281257629,non-medical
search,Search Action,0.8907706141471863,non-medical
relate,Relate Vinyl Resin,0.8907428979873657,non-medical
ostiomeatal,Ostiomeatal Complex,0.8903766870498657,non-medical
luq,Luq Left Upper Quadrant,0.889769971370697,non-medical
data,Entry Data; Data Transmission; Data Sets,0.8897124528884888,non-medical
fiber,White Fiber,0.8894479870796204,non-medical
return,Return To Contextual Qualifier Qualifier Value,0.8894424438476562,non-medical
loading,Loading Technique; Faecal Loading,0.8891487121582031,non-medical
several,Several Days,0.888827383518219,non-medical
satiety,Early Satiety,0.8885709643363953,non-medical
numbering,Numbering System,0.888236403465271,non-medical
pathological,Pathological Dilatations; Pathological Constriction; Pathological Diagnosis; Processes Pathological,0.8877556920051575,non-medical
perpendicular,Longest Perpendicular,0.8874800205230713,non-medical
patency,Views For Patency,0.8873922228813171,non-medical
expanded,Not Present Expanded Yes No Indicator; Not Expanded,0.8867695927619934,non-medical
slow,Slow Growth Rate; Slow To Focus,0.886340856552124,non-medical
open,Open Reduction Internal Fixation Orif; Open Communication,0.8855354189872742,non-medical
focus,Slow To Focus,0.8847271800041199,non-medical
gain,Copy Number Gain,0.8846145272254944,non-medical
sensation,Shooting Sensation Quality; Impaired Sensation; Tingling Sensation; Constricting Sensation Quality,0.8843234181404114,non-medical
sized,Sized Small,0.8840814232826233,non-medical
relationship,Degree Of Relationship Exchange,0.8840799927711487,non-medical
improvement,Possible Improvement; No Improvement,0.8833106160163879,non-medical
incident,Reportings Incident,0.8832874894142151,non-medical
thank,Thank You,0.8826080560684204,non-medical
headset,Headphone Headset,0.882405161857605,non-medical
cyberknife,Radiation Cyberknife; Cyberknife Radiosurgeries,0.8813788890838623,non-medical
term,Term Lexical,0.881188154220581,non-medical
showing,Behaviour Showing Increased Motor Activity,0.8808808326721191,non-medical
mildly,Mildly Enlarged; Mildly Decreased; Mildly Thick,0.8806185126304626,non-medical
precentral,Precentral Motor Cortices,0.8803130984306335,non-medical
recesses,Set Of Recesses,0.8801606297492981,non-medical
tex,Gore Tex,0.8799452185630798,non-medical
understanding,Understanding Function,0.8794953227043152,non-medical
sitting,Sitting Upright,0.8785428404808044,non-medical
laminar,Laminar Hooks,0.8782232999801636,non-medical
thick,Thick Walled; Mildly Thick,0.8778339624404907,non-medical
water,With Water; Cubic Centimeter Of Water,0.8769415616989136,non-medical
terms,Short Terms,0.8767357468605042,non-medical
antrum,Pyloric Antrum Structure,0.8765435814857483,non-medical
shape,Circular Shape; Complex Nodule Shape; Bullet Shape; Ellipse Shape; Unequal Skull Shape,0.8763012886047363,non-medical
silent,Silent Aspiration,0.8762543797492981,non-medical
patent,Legal Patent,0.8761758804321289,non-medical
en,En Bloc,0.8761444687843323,non-medical
remote,Remote Control Command Transport To,0.8758149147033691,non-medical
fewer,Fewer Than Expected,0.8754851222038269,non-medical
walled,Thick Walled,0.8753069043159485,non-medical
solids,No Solids,0.8751943111419678,non-medical
techniques,Techniques Values; Techniques Subtraction,0.874498724937439,non-medical
drop,Drop Unit Of Volume,0.8731439113616943,non-medical
radius,Distal Fractures Radius,0.8725903630256653,non-medical
revision,Revision Procedure; Revision Reason,0.8725610375404358,non-medical
metachronous,Second Primary Neoplasms Metachronous,0.8724923133850098,non-medical
company,Company Organization,0.872374415397644,non-medical
sectional,Cross Sectional Imaging; Cross Sectional Analyses,0.8720144629478455,non-medical
demineralization,Diffuse Osseous Demineralization,0.871076226234436,non-medical
conform,Does Not Conform,0.8708682060241699,non-medical
check,Placement Check,0.8708376884460449,non-medical
language,Slt Speech And Language Therapist; Language Pathology,0.8707132339477539,non-medical
expansion,Incomplete Expansion,0.8705070614814758,non-medical
six,Six Months,0.8700948357582092,non-medical
linear,Linear Atelectasis,0.8696303963661194,non-medical
equilibrium,Equilibrium Phase,0.8694378137588501,non-medical
sequence,Dna Sequence Cloning Site,0.8693787455558777,non-medical
assistance,Supportive Assistance,0.8692300915718079,non-medical
send,Send Transmission,0.868962287902832,non-medical
hardly,Hardly At All,0.8687297105789185,non-medical
curved,Curved Tube,0.8681941628456116,non-medical
torsion,Multisection For Torsion,0.867420494556427,non-medical
piriform,Right Piriform Recess,0.8671149611473083,non-medical
movement,No Movement,0.8670266270637512,non-medical
determined,Could Not Be Determined,0.8659090399742126,non-medical
csf,Ventricular Csf,0.8658188581466675,non-medical
cxr,Cxr Single View,0.8656454086303711,non-medical
honeycombing,Subpleural Honeycombing,0.8653742074966431,non-medical
prone,Prone Positioning,0.8652306795120239,non-medical
poor,Extremely Poor,0.8642107248306274,non-medical
flat,Lying Flat,0.8637097477912903,non-medical
month,Month Day Year; One Month; In The Last Month; Month Year; Month Follow Up,0.8632350564002991,non-medical
oat,Cells Oat,0.8627657890319824,non-medical
protocol,Pe Protocol; Per Protocol; Ct Protocol,0.8622811436653137,non-medical
percussion,Tympanic Abdoman To Percussion,0.8621419072151184,non-medical
osseous,Diffuse Osseous Demineralization,0.8618753552436829,non-medical
ground,Ground Glass Opacification; Ground Glass; Ground Glass Appearance,0.8618119359016418,non-medical
piece,Piece Unit,0.8613016605377197,non-medical
centimeter,Centimeter Per Second; Cubic Centimeter Of Water,0.8610121011734009,non-medical
relaxation,Transverse Relaxation Time Fluid Attenuated Inversion Recovery Mri,0.8609449863433838,non-medical
cage,Cage Device,0.860884964466095,non-medical
desired,As Much As Desired,0.8592492341995239,non-medical
based,Pleural Based Plaque,0.8588371276855469,non-medical
know,Do Not Know Qualifier Value,0.8585113286972046,non-medical
muscular,Muscular Stiffness,0.8583195805549622,non-medical
correction,Attenuation Correction Type,0.8570704460144043,non-medical
word,Word Finding Difficulty Disorder,0.8554908633232117,non-medical
sensory,Sensory Perception Function,0.8549434542655945,non-medical
mortise,Talar Mortise,0.8535581231117249,non-medical
pounds,20 Pounds,0.8526983261108398,non-medical
widened,Widened Structure,0.8526957035064697,non-medical
interlobar,Interlobar Fissures,0.8512728214263916,non-medical
minimal,Minimal To Mild; Minimal Activity,0.850624144077301,non-medical
covered,Not Covered; Covered By,0.8503284454345703,non-medical
duplication,Duplication Finding,0.8502330183982849,non-medical
suggestive,Suggestive Of,0.8501138091087341,non-medical
ascitic,Fluids Ascitic,0.8493025898933411,non-medical
surrounding,Surrounding Qualifier Value,0.849247932434082,non-medical
fold,Skin Fold Abnormality,0.8490846753120422,non-medical
stabilized,Stabilized Qualifier Value,0.8489543199539185,non-medical
visualization,Direct Visualization,0.8480979800224304,non-medical
supportive,Supportive Assistance,0.8480737805366516,non-medical
smaller,Is Smaller Than,0.8477891087532043,non-medical
opaque,Radio Opaque Acrylic Resin,0.8473490476608276,non-medical
diminution,Diminution Of Size,0.8472715020179749,non-medical
procedural,Distinct Procedural Service; Current Procedural Terminology Code,0.846612274646759,non-medical
signal,Signal Intensity,0.8461650013923645,non-medical
copy,Copy Number Gain,0.845764696598053,non-medical
sure,Not Sure,0.8457534313201904,non-medical
eating,Pain With Eating,0.845711350440979,non-medical
two,Last Two Weeks; Two Weeks; Sixty Two; Last Two Days; One Or Two Days; Psa Level Less Than Two,0.8445872664451599,non-medical
limits,Within Normal Limits,0.8445703387260437,non-medical
course,Relapsing Course,0.8424487113952637,non-medical
chloride,Thallous Chloride,0.8422979116439819,non-medical
issues,With Issues,0.8417782783508301,non-medical
outlines,Outlines Document,0.8415372967720032,non-medical
declined,Response Declined,0.8414439558982849,non-medical
years,75 Years Old; 40 Years,0.8409085869789124,non-medical
fissures,Interlobar Fissures,0.840729296207428,non-medical
