General Attribute,Matched Medical Attributes,Accuracy,Label
scapular,Entire Scapular Region,0.6915635466575623,medical
male,Patient Is Male,0.6923943758010864,medical
bowels,Difficulty Opening Bowels,0.6930786967277527,medical
rapid,Rapid Respiration; Magnetization Prepared Rapid Gradient Echo Mri; Rapid Onset; Rapid Atrial Fibrillation; Three Dimensional Magnetization Prepared Rapid Gradient Echo Imaging,0.6953347325325012,medical
longitudinal,Posterior Longitudinal Ligament Structure,0.6967229843139648,medical
g,G Protein Coupled Receptor 167,0.697316586971283,medical
reaction,Infusion Reaction Extravasation Of Contrast Material; Hypersensitivity Reaction,0.6980919241905212,medical
osteosclerotic,Osteosclerotic Lesion,0.698483407497406,medical
neoplasia,Neoplasia Of The Pancreas,0.700878381729126,medical
universal,Rnrx Universal Precautions,0.7015748023986816,medical
variant,Likely Benign Variant; Anatomic Variant,0.7024866938591003,medical
stripping,Impairment Of Pharyngeal Stripping Wave,0.702813446521759,medical
ovaries,Uterus Ovaries,0.7042568922042847,medical
convexity,Cerebral Convexity,0.7052317261695862,medical
developmental,Developmental Venous Anomaly,0.7070667743682861,medical
healing,Observation Of Wound Healing,0.7093077301979065,medical
like,Plate Like Atelectasis; Tubulin Tyrosine Ligase Like Family Member 5; Stroke Like Symptoms,0.7131181359291077,medical
beta,Nadh Ubiquinone Oxidoreductase 1 Beta Subcomplex 8; 1 Beta D Arabinofuranosylcytosine 5 Palmitate,0.7140344977378845,medical
malleolar,Malleolar Fracture,0.7146028876304626,medical
uncovertebral,Uncovertebral Joint,0.7147749066352844,medical
cuffing,Cuffing Morphologic Abnormality,0.7150362730026245,medical
fever,With Cough Fever; Fever Symptoms Finding; Pain And Fever; Fever Hiv; Brain Fever; Subjective Fever,0.7156912684440613,medical
exacerbations,Acute Exacerbations,0.7185350060462952,medical
spasm,Dos Diffuse Oesophageal Spasm,0.7193071842193604,medical
hyperostosis,Hyperostosis External; Dish Diffuse Idiopathic Skeletal Hyperostosis,0.7193716764450073,medical
tibia,Tibia And Fibula; Bone Structure Of Shaft Of Tibia,0.7203640341758728,medical
accentuated,Accentuated Kyphosis,0.7205122709274292,medical
leg,Structure Of Calf Of Leg; Lower Extremity . Left Lower Leg; Numbness Of Left Leg; Cold Left Leg; Lower Extremity . Right Lower Leg,0.721895158290863,medical
paraspinal,Paraspinal Region; Paraspinal Masses,0.7228171229362488,medical
chylous,Chylous Pleural Effusion,0.7237359881401062,medical
ectopic,Tracheal Ectopic Calcification,0.7282974720001221,medical
luschka,Hydrocephalus With Atresia Of Foramina Of Magendie Luschka,0.7300620675086975,medical
sagittal,Set Of Sagittal Planes; Superior Sagittal Sinus Structure; Diameter . Sagittal,0.7315751314163208,medical
mask,Nonrebreather Oxygen Mask,0.7315807342529297,medical
urine,In Urine; Urine Volume Measurement Finding; Decreased Output Urine,0.7322917580604553,medical
vitreous,Vitreous Findings,0.733246386051178,medical
oblique,Lateral Oblique; Fracture Oblique,0.7353139519691467,medical
lysis,Tissue Lysis,0.7370814681053162,medical
materials,Dental Filling Materials; Bone Graft Materials,0.7371054887771606,medical
joints,Facet Hypertrophy Joints; Shoulder Joints Artificial,0.7371309995651245,medical
subacute,Acute To Subacute,0.7389100193977356,medical
mr,Mr Angiogram,0.7393425703048706,medical
structure,Structure Of Respiratory System; Structure Of Left Lower Lobe Of Lung; Pleural Membrane Structure; Mass Of Body Structure; Thoracic Structure; Cardiac Ventricular Structure; Right Frontal Lobe Structure; Bone Structure Of Cranium; Symphysis Pubis Structure; Structure Of Trunk; Bone Structure Of Femur; Structure Of Head Of Caudate Nucleus; Left Frontal Lobe Structure; Bone Structure Of Proximal Humerus; Structure Of Shoulder Region; Bone Structure Of Humerus; Right Cardiac Ventricular Structure; Structure Of Head Of Humerus; Structure Of Lower Lobe Of Lung; Structure Of Upper Lobe Of Left Lung; Structure Of Right Lobe Of Liver; Structure Of Tail Of Pancreas; Structure Of Femoral Artery; Structure Of Small Blood Vessel Organ; Structure Of Cervical Vertebral Column; Structure Of Articular Surface Of Bone; Blood Vessel Structure; Carotid Artery Structure; Structure Of Carotid Sinus; Structure Of Lumbar Vertebral Column; Urinary Bladder Structure; Structure Of Upper Lobe Of Right Lung; Structure Of Subclavian Vein; Structure Of Brachiocephalic Vein; Vocal Cord Structure; Region Of Neck Body Structure; Bronchial Structure; Structure Of Nervous System Ganglion; Structure Of Hemidiaphragm; Structure Of Upper Lobe Of Lung; Widened Structure; Structure Of Left Hand; Structure Of Base Of Left Lung; Structure Of Lower Lobe Of Right Lung; Structure Of Base Of Right Lung; Superior Vena Cava Structure; Chest Wall Structure; Tonsillar Structure; Sphenoid Sinus Structure; Cerebellar Hemisphere Structure; Structure Of Left Lobe Of Liver; Structure Of Large Intestine; Structure Of Tentorium Cerebelli; Structure Of Lymph Node Of Right Axilla; Structure Of Subclavian Artery; Aortic Arch Structure; Structure Of Annulus Fibrosus Of Aorta; Structure Of Parenchyma Of Lung; Structure Of Trunk Of Pulmonary Artery; Descending Aorta Structure; Structure Of Lingula Of Left Lung; Structure Of Hepatic Vein; Right Kidney Structure; Left Parietal Lobe Structure; Left Lateral Ventricle Structure; Superior Sagittal Sinus Structure; Structure Of Right Axillary Region; Structure Of Right Middle Lobe Of Lung; Structure Of Posterior Tibial Artery; Structure Of Lobular Bronchiole; Structure Of Right Subclavian Vein; Left Cerebral Hemisphere Structure; Ethmoid Sinus Structure; Right Cerebral Hemisphere Structure; Structure Of Right Internal Carotid Artery; Spur Body Structure; Third Ventricle Structure; Bone Structure Of Clavicle; Structure Of Lymph Node Of Left Axilla; Structure Of Splenic Vein; Structure Of Retroperitoneal Lymph Node; Ureteric Structure; Femoral Vein Structure; Great Saphenous Vein Structure; Structure Of Subsartorial Vein; Structure Of Popliteal Vein; Structure Of Left Upper Quadrant Of Abdomen; Left Upper Arm Structure; Structure Of Venous System Of Upper Extremity; Bone Structure Of Sternum; Structure Of Left Axillary Region; Structure Of Base Of Lung; Structure Of Great Blood Vessel Organ; Biliary Tract Structure; Upper Gastrointestinal Tract Structure; Structure Of Anterior Mediastinal Lymph Node; Bone Structure Of Ilium; Structure Of Vertebral Column; Structure Of Midbrain; Right Parietal Lobe Structure; Corpora Quadrigemina Structure; Structure Of Thoracic Vertebral Column; Right Upper Extremity Structure; Tracheal Structure; Structure Of The Penis; Right Temporal Lobe Structure; Structure Of Head Of Femur; Pyloric Structure Of Stomach; Structure Of Calf Of Leg; Structure Of Popliteal Artery; Bone Structure Of Knee Joint Region; Vena Caval Structure; Structure Of Lesser Curvature Of Stomach; Structure Of Head Of Pancreas; Structure Of Intervertebral Foraman; Structure Of Soft Tissues Of Neck; Left Occipital Lobe Structure; Structure Of Eyeball; Structure Of Coeliac Lymph Node; Seminal Vesicle Structure; Thoracic Aorta And Its Branches Body Structure; Left Temporal Lobe Structure; Parotid Gland Structure; Structure Of Vertebral Artery; Right Occipital Lobe Structure; Structure Of Right Vertebral Artery; Structure Of Region Of Bone; Base Of Skull Structure; Structure Of Neck Of Gallbladder; Cystic Duct Structure; Bone Structure Of Rib; Structure Of Axillary Vein; Structure Of Bronchial Artery; Structure Of Right Common Femoral Artery; Structure Of Azygous Vein; Psyche Structure; Colon Diverticulum Anatomic Structure; Structure Of Caudate Lobe Of Liver; Pelvic Lymph Node Structure; Iliac Vein Structure; Structure Of Hilum Of Lung; Structure Of Anterior Cerebral Artery; Structure Of Coeliac Artery; Structure Of Left Common Femoral Artery; Structure Of Profunda Femoris Artery; Structure Of Dorsalis Pedis Artery; Structure Of Vein Of The Knee; Ascending Colon Structure; Descending Colon Structure; Structure Of Annulus Fibrosus Of Mitral Orifice; Retroperitoneal Compartment Structure; Structure Of Lateral Recess Of Fourth Ventricle; Structure Of Mesenteric Adipose Tissue; Sacral Spinal Nerve Root Structure; Folded Structure; Structure Of Lobe Of Lung; Structure Of Greater Curvature Of Stomach; Gastric Fundus Structure; Structure Of Lens Of Eye; Abdominal Aorta And Its Branches Body Structure; Head And Neck Structure; Structure Of Transverse Sinus; Structure Of Superior Portion Of Duodenum; Structure Of Brachiocephalic Artery; Structure Of Ligamentum Flavum; Structure Of Region Of Omental Bursa; Normal Gross Anatomical Structure; Structure Of Peroneal Vein; Tibialis Posterior Muscle Structure; Structure Of Falx Cerebri; Structure Of Posterior Horn Of Lateral Ventricle; Head Structure; Structure Of Body Of Pancreas; Structure Of Sternocleidomastoid Muscle; Pontine Structure; Structure Of Splenium Of Corpus Callosum; Structure Of Right Peroneal Vein; Aortic Valve Structure; Structure Of Right Side Of Heart; Abdominal Wall Structure; Bone Structure Of Maxilla; Stomach Wall Structure; Structure Of Upper Abdominal Quadrant; Structure Of Parenchyma Of Kidney; Structure Of Intervertebral Disc; Structure Of Inferior Portion Of Duodenum; Structure Of Wall Of Urinary Bladder; Bone Structure Of Shaft Of Femur; Structure Of Right Femur; Structure Of Auricular Appendage; Left Cardiac Ventricular Structure; Renal Artery And Its Branches Body Structure; Structure Of Gallbladder Fossa Of Liver; Structure Of Rectouterine Pouch; Structure Of Apex Of Heart; Structure Of Ligament; Structure Of External Iliac Artery; Structure Of Left Internal Carotid Artery; Structure Of Medial Surface Of Thigh; Neck Structure; Inferior Vena Cava Structure; Diffuse Calcium Deposition Calcified Structure; Gallbladder And Bile Ducts Structure; Structure Of Upper Respiratory Tract Cavity; Structure Of Vein Of Pulmonary Circulation; Structure Of White Matter Of Occipital Lobe; Hippocampal Structure; Cerebrovascular System Structure; External Auditory Canal Structure; Infratentorial Brain Structure; Structure Of Cortex Of Frontal Lobe; Structure Of Right Internal Thoracic Artery; Left Hip Region Structure; Sacroiliac Joint Structure; Structure Of Descending Portion Of Duodenum; Intervertebral Disc Structure Of Third Cervical Vertebra; A Tube Shaped Organ Structure; Structure Of Left Anterior Naris; Structure Of Bone Marrow Fatty Tissue; Structure Of Red Bone Marrow; Nasal Septum Structure; Structure Of Mesenteric Vein; Structure Of Calyx; Structure Of Petrous Part Of Temporal Bone; Bone Structure Of Face; Structure Of Inferior Wall Of Orbit; Autonomic Nervous System Structure; Structure Of Left Peroneal Vein; Gastric Corpus Structure; Structure Of Left Knee; Structure Of Right Knee; Structure Of Inferior Horn Of Lateral Ventricle; Mass Of Abdominal Cavity Structure; Coronary Artery Structure; Structure Of Prevertebral Lymph Node; Structure Of Left Gastric Artery; Structure Of Renal Vein; Thalamic Structure; Cardiac Structure; Metatarsal Bone Structure; Structure Of Right Upper Quadrant Of Abdomen; Structure Of Anterior Nuclear Group Of Thalamus; Structure Of Outflow Tract Of Right Ventricle; Structure Of Internal Thoracic Vein; Structure Of Body Of Lateral Ventricle; Pyloric Antrum Structure; Structure Of Ascending Portion Of Duodenum; Body Of Uterus Structure; Structure Of Genu Of Corpus Callosum; Structure Of Body Of Corpus Callosum; Structure Of Frontal Lobe Gyrus; Large Blood Vessel Structure; Structure Of Rostrum Of Corpus Callosum; Adnexal Structure Of Skin; Ring Finger Structure; Bone Structure Of Middle Phalanx; Structure Of Anterior Horn Of Lateral Ventricle; Structure Of Left Iliac Vessel; Structure Of Parietal Lobe Gyrus; Structure Of Postcentral Gyrus; Structure Of Half Of Thoracic Cavity Lateral To Midsagittal Plane; Posterior Longitudinal Ligament Structure; Infraclavicular Region Structure; Structure Of Artery Of Abdomen; Structure Of Axillary Soft Tissues; Anterior Spinal Nerve Root Structure; Structure Of Head Of Metatarsal Bone; Bone Structure Of Proximal Phalanx; Meniscus Structure Of Joint; Upper Aerodigestive Tract Structure; Structure Of Distal Region Of Tail; Right Hip Region Structure; Entire Lower Abdominal Quadrant Body Structure; Skin And Subcutaneous Tissue Structure; Lobar Bronchus Structure; Structure Of Lobe Of Right Lung; Structure Of Small Artery; Right Ethmoid Sinus Structure; Structure Of Radial Artery; Structure Of Anatomic Arteriovenous Anastomosis; Entire Back Body Structure; Structure Of Subregion Of Abdomen; Structure Of Left Colic Flexure; Structure Of Infratemporal Fossa; Structure Of Circumflex Branch Of Left Coronary Artery; Hypopharyngeal Structure; Structure Of Antecubital Vein; Structure Of Fundus Uteri; Portal Venous System Structure; Structure Of Internal Iliac Artery; Abnormality Of Lung Structure; Sublingual Gland Structure; Glottis Structure; Inguinal Region Structure; Structure Of Right Ovary; Structure Of Bone Marrow Of Vertebral Body; Structure Of Body Of Sternum; Gastrointestinal Tract Structure; Structure Of Fundus Of Gallbladder; Structure Of Right External Carotid Artery; Posterior Cerebral Artery And Its Branches Body Structure; Digit Structure; Great Toe Structure; Bone Structure Of Calcaneum; Structure Of Retropubic Space; Structure Of Superior Pole Of Kidney; Intervertebral Disc Structure Of Third Lumbar Vertebra; Intracranial Structure; Bone Structure Of Shin Bone; Bone Structure Of Fibula; Bone Structure Of Shaft Of Fibula; Bone Structure Of Shaft Of Tibia; Structure Of Soft Tissues Of Orbit; Structure Of Sole Of Foot; Structure Of Cardiovascular System; Structure Of Genu Of Internal Capsule; Tibial Plateau Structure,0.7400577664375305,medical
colonic,Few Colonic Diverticula,0.7425910234451294,medical
allergy,Severe Allergy; Known Allergy,0.742649257183075,medical
caused,Infection Caused By Helicobacter Pylori,0.742780864238739,medical
primitive,Neuroendocrine Tumor Primitive Neuroectodermal,0.7432969212532043,medical
orifice,Structure Of Annulus Fibrosus Of Mitral Orifice,0.7434361577033997,medical
metatarsal,Metatarsal Bone Structure; Structure Of Head Of Metatarsal Bone,0.7442132830619812,medical
dyspnoea,Acute Dyspnoea,0.7475429773330688,medical
decreased,Decreased Oxygen Supply; Decreased Mental Alertness; Mildly Decreased; Decreased Coagulation Activity Pe; Decreased Mass To Volume Ratio; Decreased Output Urine; Decreased Oral Intake; Decreased Strength Of Facial Muscles; Decreased Albumin; Moderately Decreased,0.7475966215133667,medical
acidosis,Metabolic Acidosis With Respiratory Acidosis; Keto Acidosis,0.7510359287261963,medical
auscultation,Auscultation Bronchial Breath Sounds,0.7542005777359009,medical
discomfort,Chest Discomfort,0.7544792294502258,medical
cuff,Vaginal Cuff,0.7544980049133301,medical
dislocations,Fracture Dislocations; Recurrent Joint Dislocations,0.7548195719718933,medical
tuberosity,Greater Tuberosity,0.7561922073364258,medical
female,Patient Is Female,0.7579370737075806,medical
reference,Oxygen Saturation Below Reference Range; Reference Object,0.7580462694168091,medical
replacement,Fatty Replacement; Valve Replacement,0.7591279745101929,medical
pectoral,Muscle Of Pectoral Part Of Chest,0.7607550024986267,medical
hypoplasia,Congenital Pulmonary Hypoplasia,0.7614799737930298,medical
larynx,Malignant Tumour Of Larynx; Malignant Neoplasm Of Larynx Stage Iv,0.7627147436141968,medical
rehabilitation,Rehabilitation Treatments,0.7652696967124939,medical
old,Human Very Old Age 85; 75 Years Old; Old Fracture; Old Blood; Injury Old,0.7656180262565613,medical
granulation,Granulation Of Tissue,0.7672756910324097,medical
abnormally,History Of Abnormally Low Blood Pressure,0.7682678699493408,medical
flavum,Structure Of Ligamentum Flavum,0.7689927220344543,medical
stereotactic,Stereotactic Radiations; Stereotactic Localization,0.7702757716178894,medical
healed,Healed Fractures,0.770545244216919,medical
seventh,Seventh Rib Fracture,0.7726151347160339,medical
brush,Cytology Brush Device,0.7729364633560181,medical
rostral,Rostral Body Of The Corpus Callosum,0.7731608748435974,medical
cortical,Cortical Destruction; Cerebral Cortical Thinning; Cortical Thickening; Diffuse Cortical Atrophy; Cortical Atrophy Mild,0.773646891117096,medical
petrous,Structure Of Petrous Part Of Temporal Bone,0.7743299007415771,medical
lens,Structure Of Lens Of Eye,0.7747384905815125,medical
lymphoid,Lymphoid Tissue,0.777208149433136,medical
artery,Deep Circumflex Iliac Artery; Structure Of Femoral Artery; Carotid Artery Structure; Pafc Pulmonary Artery Flotation Catheter; Structure Of Subclavian Artery; Main Pulmonary Artery; Structure Of Trunk Of Pulmonary Artery; Structure Of Posterior Tibial Artery; Family History Of Coronary Artery Bypass Graft Surgery; Structure Of Right Internal Carotid Artery; Left Main Coronary Artery Segment; Ramus Intermedius Artery Segment; Structure Of Popliteal Artery; Cad Coronary Artery Disease; Structure Of Vertebral Artery; Branch Of Middle Cerebral Artery; Structure Of Right Vertebral Artery; Structure Of Bronchial Artery; Artery Embolization Procedure; Structure Of Right Common Femoral Artery; Coronary Artery Stents; Structure Of Anterior Cerebral Artery; Kawasaki Disease Associated Coronary Artery Aneurysm Z Score Suggests Small Aneurysm; Personal History Of Coronary Artery Disease; Structure Of Coeliac Artery; Structure Of Left Common Femoral Artery; Structure Of Profunda Femoris Artery; Structure Of Dorsalis Pedis Artery; Arterial Embolism Of Unspecified Artery; Sphenoid Part Of Trunk Of Middle Cerebral Artery; Middle Cerebral Artery Circulation Infarction; Structure Of Brachiocephalic Artery; Xxx Artery . Left; Puncture Of Artery Procedure; Ras Renal Artery Stenosis; Kawasaki Disease Associated Coronary Artery Aneurysm Z Score Suggests No Involvement; Aorta And Pulmonary Artery; Renal Artery And Its Branches Body Structure; Communicating Artery; Aneurysm Of Posterior Communicating Artery; Structure Of External Iliac Artery; Structure Of Left Internal Carotid Artery; Chest Aortic Arch Head Neck Carotid Artery; Infarction Posterior Cerebral Artery; Upper Lobe Segment Of Left Pulmonary Artery; Coronary Artery Bypass Graft Operations; Structure Of Right Internal Thoracic Artery; Inferior Mesenteric Artery Occlusion; Aneurysm Of Extracranial Internal Carotid Artery; Narrowing Of Artery; Innominate Artery Laceration; Enlarged Bronchial Artery; Pulmonary Artery And Pulmonary Vein; Coronary Artery Structure; Enlarged Pulmonary Artery; Structure Of Left Gastric Artery; Dissecting Aneurysm Of Artery; Dilatation Of Pulmonary Artery Unspecified; Subdivision Of Gastroduodenal Artery; Left Cardiac Artery Dominance; Wall Of Pulmonary Artery; Left Pulmonary Artery Branch; Left Anterior Descending Septal Perforator Artery; Narrowing Of An Artery; Abdomen Renal Artery . Left; Structure Of Artery Of Abdomen; Interlobular Artery; Reconstruction Of Artery; Intimal Sarcoma Of The Pulmonary Artery; Crao Central Retinal Artery Occlusion; Disorder Of Carotid Artery; Arterial Occlusion Vertebral Artery Right; Structure Of Small Artery; Central Artery; Structure Of Radial Artery; Structure Of Circumflex Branch Of Left Coronary Artery; Dilated Main Pulmonary Artery; Artery Right; Aorta And Iliac Artery Cs; Structure Of Internal Iliac Artery; Aortic Artery Thrombosis; Superior Mesenteric Artery And Inferior Mesenteric Artery; Vertebral Artery Calcification; Structure Of Right External Carotid Artery; Posterior Cerebral Artery And Its Branches Body Structure; Trunk Of Right Bronchial Artery,0.7783856391906738,medical
alteration,Leukocytic Maturation Alteration Right Shift,0.7788099050521851,medical
half,Second Half; Structure Of Half Of Thoracic Cavity Lateral To Midsagittal Plane,0.7796316742897034,medical
discharge,Discharge Procedure; Bloody Discharge Finding,0.7803536057472229,medical
grade,High Grade Lesion; Spondylolisthesis Grade 1,0.7848989367485046,medical
specific,Relational And Item Specific Encoding Task; Ldlr Chaperone Mesd Sentrin Specific Protease 1 Fusion Protein,0.7857329845428467,medical
amount,A Small Amount Of Effort; Trace Amount; Large Amount; A Moderate Amount; Moderate Amount; A Fair Amount; Coughing Up Massive Amount Of Blood,0.7865128517150879,medical
extravasation,Infusion Reaction Extravasation Of Contrast Material,0.7875433564186096,medical
