Term,TF-IDF Score
changed,43.30842993864587
similar,43.30754733225664
cta,43.28930188973131
compression,43.1700527603621
satisfactory,43.168376635280595
hydropneumothorax,43.14237400581364
severe,42.76959363355903
tracheostomy,42.67506461839949
overall,42.20333137561916
junction,41.844879214845186
femoral,41.84184276954953
lymph,41.746032650642164
masses,41.633088707153
portion,41.47460883359054
limits,41.42332397079883
measuring,41.36247670035264
continued,41.30373089098524
abdominal,41.18652745504244
bronchial,41.18590485704938
bibasilar,41.14140155367797
lul,41.023901837101924
patients,40.94929131918616
cc,40.34908213939775
yo,40.33816776887945
aorta,40.201157378022764
anterior,40.08707091237788
rib,39.92847118373837
decrease,39.80187599784143
still,39.689113823982915
thoracentesis,39.56379181837948
pulm,39.245735641940946
underlying,39.17500597434654
infiltrates,39.103746678718394
enhancement,39.07796632767983
overlying,39.03446213370703
rll,38.64605764311279
carcinoma,38.624978570986784
cxr,38.542659510219984
definite,38.51062441770352
extremity,38.30402208080122
renal,38.169853263820954
costophrenic,38.09717311293718
prominent,37.96972590660256
surrounding,37.91228440453948
wedge,37.79135054814008
involving,37.56835856235783
biopsy,37.442789652284716
chronic,37.34452234003973
female,37.28729262177765
proximal,37.169002140373415
metastases,37.09128804900012
demonstrates,37.035668122951115
better,36.97263615073005
expansion,36.928700166453005
tiny,36.62537329680864
neck,36.54187060677954
lobes,36.18743753584439
angle,36.07231645111418
congestion,35.96971658973736
discussed,35.87696370602818
given,35.83755831983023
dyspnea,35.79771487175776
studies,35.77182569690757
related,35.756881967770155
scan,35.66126248680805
enhancing,35.60853663518183
drain,35.53407811920411
nonsmall,35.41825253157915
secondary,35.364535469485396
nodulesda,35.24502787965914
metastasis,35.15792925760263
un,34.94563088667134
cont,34.90746110912427
numeric,34.90106307637106
identifier,34.90106307637106
persists,34.899130964693086
standard,34.85885406380434
flow,34.75262184722323
overload,34.41756307939712
although,34.39771829185295
expected,34.3895820360455
location,34.38480327415022
parietal,34.232952320521996
ngt,34.204909868446656
recommended,34.06364369083505
cardiomegaly,33.991613460131255
ho,33.93666650018592
white,33.86994401091662
throughout,33.84258196895875
terminating,33.667154205080806
trachea,33.601146924556566
lines,33.49447315736579
significantly,33.4895738399442
marked,33.344998598292584
nodes,33.2776153326996
blood,33.26727720748169
date,33.21142986662045
pt,33.17068820183967
wwo,33.14083175971512
airway,32.98773263253795
time,32.91195737956762
elevation,32.880655362317
representing,32.80636495503719
ventricle,32.563738467069
image,32.545454585434854
measures,32.36548018961746
vertebral,32.361361874552976
extent,32.344802449502936
described,32.316740644943934
provisional,32.27986360771525
bone,32.26204425715894
bilaterally,32.23855126074362
multifocal,32.17963679266744
rule,32.15812643489193
advanced,32.14984501437576
less,32.04631367381235
little,32.00950140900264
malignancy,31.954480130420244
back,31.95252020026424
question,31.898440190017265
tracheal,31.79975878391691
mental,31.78093710926087
component,31.750118108682084
greater,31.706568566481202
demonstrate,31.683296269779866
including,31.67477250106039
partial,31.622962569590694
diaphragm,31.575438037124737
vs,31.406090465287942
feeding,31.325616705120726
water,31.221786044831305
clips,31.187916054278244
intravenous,31.14497464672574
volumes,30.94479595134295
body,30.856156383899183
stem,30.781995567246273
vena,30.59353710044549
pattern,30.592822121782127
prominence,30.396981051752775
degree,30.320173735629268
med,30.308735497468977
cavity,30.166841785903053
extending,30.093329303258898
airspace,30.0041957096362
postsurgical,29.97818338442132
hematoma,29.9438541470967
surgery,29.934364325235556
available,29.911422006519732
sagittal,29.895890419421246
reexpansion,29.876891481021833
pls,29.87630711233917
pigtail,29.869639414032783
difficult,29.806548262814328
cava,29.74313036258794
hilum,29.60185421028931
imaging,29.41062607277827
administration,29.388749268354413
superimposed,29.285218289266478
suggesting,29.255783675146223
essentially,29.199607403957785
cough,29.120148750527683
seal,29.04192092609348
abnormality,29.017212681680597
positioning,28.93538007011694
hypotension,28.91919401815966
probable,28.853002080965165
craniotomy,28.787048151276007
markings,28.740214558054575
patent,28.73611435289099
cord,28.727687363156278
nodular,28.651406645229905
sinuses,28.641105375163704
aerated,28.58018425810172
aortic,28.458769152343073
today,28.438709845363274
ultrasound,28.312315350273707
noncontrast,28.19024244177926
remaining,28.145493004261866
enlargement,28.14453530252804
abnormalities,28.0705508037904
bases,27.987939023511856
embolism,27.979948291058196
node,27.9678670095165
adrenal,27.939280328366486
calcifications,27.719722882946925
lll,27.713719114793555
preop,27.712153918673078
vasogenic,27.69741909612044
partially,27.624418401462012
og,27.598884874793008
congestive,27.55568311142314
service,27.533447878125383
elevated,27.502363083895116
spinal,27.354556267952322
additional,27.34902204579755
resp,27.31249986854292
semiupright,27.281059861616207
focus,27.266100540747672
inferior,27.113491080842916
suggestive,27.054101677511202
age,27.032740436634576
allowing,26.954729497888483
common,26.942039854613313
magnevist,26.92913912675309
layering,26.878922348309747
development,26.814348689813073
paratracheal,26.81336980033975
site,26.75611468982279
fistula,26.747280135077183
segment,26.744844394993887
versus,26.588080611579517
matter,26.580174614864905
shows,26.531122573940944
comparisons,26.42818055301478
combination,26.42189721531188
degenerative,26.40141458194473
perform,26.331414179916695
non,26.163198707302172
abnormal,26.13121967047912
tissues,26.11945319222641
represents,26.094935698913815
ventricles,26.09471098424049
newly,25.93479502663387
obstructive,25.916577617943208
vasculature,25.864516022771877
current,25.810016230050834
suspicious,25.803384871954165
cvl,25.73349826257311
postop,25.685166433158546
contour,25.66933283285288
cervical,25.651135862901516
ends,25.575789846705295
tsurg,25.55033490996018
dense,25.54508271767679
occipital,25.46816258352469
linear,25.457900908568703
reviewed,25.41678639171735
primary,25.37590221712147
normally,25.261613521752572
aspect,25.15345378995928
resolution,25.113398761445655
pneumo,25.08650198661346
though,25.08117739163062
differences,25.067421174422282
several,25.037714012544487
fields,24.957112003850245
hydrocephalus,24.94151197205828
kidney,24.8842480861717
possibly,24.85197321391096
none,24.836422689069924
infectious,24.73953963406989
atrium,24.65228878031043
lytic,24.518040469064918
adenopathy,24.34341636821533
radiation,24.317630236984588
projecting,24.271079105919807
thrombus,24.1902767111179
compatible,24.134033163723043
consolidations,24.092505547116115
weakness,24.09142427120174
swelling,24.03262105884616
relatively,24.008408029374756
colon,23.874877003289466
suggest,23.84350014162312
infarct,23.81739671376665
medial,23.65475759005167
smaller,23.603466408635967
outside,23.59713556335307
lingula,23.532111698224035
drainage,23.472094098441126
reflect,23.463170481966223
apparent,23.453876935975682
would,23.405261399504422
yesterday,23.40520147836135
abd,23.361563215004974
foci,23.361231708345855
ext,23.198787949429722
somewhat,23.13828247163791
sepsis,23.09271687810664
narrowing,23.05406622439581
recurrent,22.994538663189374
cells,22.994164459714
calcified,22.95695768309168
projects,22.954567765171774
rml,22.752379336336467
infarction,22.680869123266547
coronal,22.64442487241324
hx,22.643704284568017
adenocarcinoma,22.548473899810904
bleeding,22.463185991633996
collapsed,22.449303344332673
signal,22.41450026403138
near,22.39372076687443
distinct,22.37231014468291
alveolar,22.30987681330892
gallbladder,22.09313627767348
leftward,22.004134846991395
illdefined,21.985561429319606
films,21.975410325385788
improving,21.966360047933684
located,21.95672816949817
stage,21.91444832003691
vessels,21.89656450219557
syndrome,21.891716387888238
squamous,21.867079465663796
altered,21.854000519975692
sternotomy,21.82591439737701
loops,21.80863206041096
andor,21.727781232773324
done,21.710184287623413
evaluated,21.683519513196927
doppler,21.646155397261033
sinus,21.604629789472927
hemothorax,21.594760195163403
blunting,21.56457595461097
obscured,21.514596185182768
three,21.488104982958397
short,21.473797766107324
assessment,21.410804811921132
motion,21.37864744583518
axillary,21.376972300326784
airfluid,21.36627335422978
asymmetric,21.359399313397738
sulci,21.339562779116413
appropriate,21.277626041474203
major,21.236780869701253
imaged,21.22009885856062
us,21.20014632391224
appreciable,21.164817195236708
procedural,21.1516247412323
arteries,21.128940225503136
paranasal,21.12314295993765
lucency,21.051605414411924
mainstem,21.009040382638762
window,20.936702622221095
mildly,20.926882969172002
tumorsda,20.915400279387963
trach,20.88757849432708
either,20.88628666730581
herniation,20.869953643221937
cabg,20.827515798036266
days,20.78481393360956
dobbhoff,20.70272307592675
desaturation,20.575531497530566
pathology,20.56724930194822
levels,20.53137147940003
rounded,20.50881557881147
worsened,20.49169992737887
presence,20.486284366215404
temporal,20.439784772604284
follow,20.43177164452812
mastoid,20.296105131021683
calcification,20.25317607899304
esophageal,20.2479881753853
extends,20.247496668730218
total,20.210615836801104
ventricular,20.205207066529358
appreciated,20.171112343907787
towards,20.01089163283069
access,20.003630081192096
pulled,19.923345540515022
bladder,19.886996882865834
positioned,19.812245767557503
support,19.744161003858668
rightward,19.642340570506008
included,19.638468131796685
gadolinium,19.575468322199573
op,19.560316032477882
leg,19.55258913615196
subsegmental,19.528304186021558
fractures,19.514023779762244
information,19.48493617527415
obstructing,19.475120752029355
extubation,19.409541411912027
inlet,19.403491831887337
remainder,19.382054911264326
multiplanar,19.27680181325483
wire,19.271429677713407
secretions,19.256143616230183
swanganz,19.203271223225734
evident,19.16642330162744
sheath,19.1449184056238
atelectatic,19.130916740076895
coronary,19.119554875454035
tachycardia,19.11214150375946
peripheral,19.04306349240637
filling,19.00796322908395
ivc,18.99086645383529
series,18.980998287543017
brachiocephalic,18.963042519814763
confirm,18.899401651912324
resolved,18.852821764431397
needle,18.810960691947425
onset,18.783874359740146
lumbar,18.752235064962868
widening,18.680692477770904
cardiopulmonary,18.67711457726966
popliteal,18.621102757476915
course,18.601890010732916
superficial,18.578703092893356
masssda,18.56433767024784
quadrant,18.557896429155033
concern,18.545674641561458
parenchyma,18.48972256569059
malignant,18.489561550053597
esophagus,18.468308262429947
minimally,18.420726743599612
good,18.308496577035875
kidneys,18.279627127570844
ni,18.268731807282645
substantial,18.236772560683352
confluent,18.2319367518281
ischemic,18.221904688404425
mon,18.176875743289095
correlation,18.114751318414488
pacemaker,18.11026074604111
developed,18.075171481606787
least,18.03305053394292
setting,17.983451541280978
dobhoff,17.89869071592031
developing,17.89549033463994
contiguous,17.881817536991324
scarring,17.86145103952954
waterseal,17.858136536355893
etiology,17.805744787688123
rigid,17.778831449285196
md,17.75210576892985
indications,17.73807461584196
possibility,17.733055800239953
hemorrhagic,17.724742604144822
bed,17.68028704790408
recently,17.62548425050078
bony,17.60205790615539
telephonefax,17.589802440152305
larger,17.54848920497345
requirement,17.50263590505484
cerebral,17.499988345900345
fall,17.478683685628436
pod,17.4581830802029
bronchi,17.457019341031558
addition,17.37992131862284
see,17.337793541479854
basilic,17.27442773600351
detected,17.25072839959291
suggests,17.246043508802142
extubated,17.22903246953705
fu,17.207960650983228
hazy,17.19378677467272
continues,17.1772324053065
filter,17.142669434852262
acquired,17.12223096964926
windows,17.114320031457403
diffusion,17.06835470742216
leak,17.014640630508996
fri,16.999615966638306
dilated,16.993553870531247
scattered,16.98512041755357
second,16.95088459652221
high,16.91219938555652
attenuation,16.886584467997164
heterogeneous,16.87372880281409
thorax,16.821527557720497
stenosis,16.819972833626856
spleen,16.78056442865153
laterally,16.752038083213566
oxygen,16.716637314688768
unit,16.684114090446524
endobronchial,16.66463797482176
torso,16.644100040735452
pneumocephalus,16.637617175819017
portions,16.618166855184928
hepatic,16.60105367106431
noncoronary,16.599203640018068
crecons,16.599203640018068
wed,16.58680852698224
bilat,16.58397342184688
completely,16.54916370569452
show,16.496228436194475
fusion,16.486120200682276
ards,16.469693219950233
predominantly,16.432862625757163
regions,16.379621671129648
reintubation,16.379618286324273
spread,16.356396778662756
fluoroscopic,16.320274812569718
finding,16.258206503918252
augmentation,16.243405133899
relevant,16.243030058531485
dictation,16.211009532837373
via,16.17790660454166
fissure,16.146858392355725
color,16.110934872226846
sclerotic,16.08965056125941
osh,16.054259775609562
fourth,15.988306002416374
clinically,15.966551801266707
spiculated,15.957861987628702
sternal,15.921423786833797
involvement,15.902852433977024
densities,15.88948473252162
leftsda,15.874023059132211
might,15.837656330227047
nsurg,15.79787371175568
cavoatrial,15.775969806880726
rt,15.74136239410586
wires,15.720256126987978
signs,15.718082129273204
repeat,15.66714191556618
preexisting,15.65119893410069
hydronephrosis,15.649003038915925
swallow,15.635811444858714
guidance,15.634810341413685
sat,15.573009389866822
cyst,15.551517825397449
border,15.537883212984978
cavitary,15.517166047965915
fevers,15.485594720398657
distended,15.482661774940041
admitted,15.480091225972485
deep,15.4621592974691
lingular,15.40760253121621
zones,15.366335144359622
lies,15.327029388158177
compressibility,15.318306550775926
arm,15.308126418683011
hemisphere,15.296838472758916
nonspecific,15.276232118864508
minor,15.270788225142622
markedly,15.264504512538394
progressive,15.228768120407993
fossa,15.222601019108513
median,15.20560597342419
moderatesized,15.191897482782817
initials,15.154217600534901
devices,15.135278682225822
tortuous,15.078394464494801
ascites,15.000886598437257
embolus,14.996141620556232
abscess,14.995133149705254
products,14.968789726811494
considered,14.919426290591348
results,14.88853665537629
ago,14.846094797194164
material,14.83664665587339
assessed,14.796911252258107
vascularity,14.77330911501955
insertion,14.770310457361509
lumen,14.75630197931819
stroke,14.740804314003585
dilatation,14.707084625578318
largest,14.694136554099835
hypodensity,14.68930695471796
subtle,14.668450058078422
staging,14.664159480184836
shifted,14.656197661849367
pancreas,14.649907067473519
telephone,14.640613350981173
vessel,14.621800734992785
extraaxial,14.613808663452192
flair,14.608405935363866
bedside,14.59554280782668
third,14.573383084601941
thyroid,14.555762774476099
lymphangitic,14.543953877379314
infrahilar,14.517693495615264
oral,14.50983861429393
mdct,14.504535898278474
brachial,14.498033627987054
needs,14.458122390056817
tue,14.450561069558328
sleeve,14.3196362816594
faa,14.251920549809375
passes,14.247654502539294
hernia,14.228702840305205
pneumomediastinum,14.213051199668735
uptake,14.20803978127995
configuration,14.179127500388946
ionic,14.177715298874471
thrombosis,14.16837103174672
provided,14.141166852565277
french,14.131544112158037
moderately,14.120519588440903
subsequent,14.116854513472992
periventricular,14.070066738335699
exclude,14.048836716218755
segmental,14.038759946636764
tamponade,14.034116792121853
diameter,14.027864420275218
preoperative,14.026410099158403
atherosclerotic,14.017767115663833
inserted,13.992600565485798
reformatted,13.97387136792631
sats,13.972091741544002
coiled,13.962248116839923
neoplasm,13.958810875184612
fibrosis,13.954793451942182
subcarinal,13.927162591414222
recons,13.92466688916077
gastric,13.880485538720688
th,13.829631316163594
interpretation,13.820428807699253
entire,13.772437173933806
rulobectomy,13.766491085134735
radiologist,13.753330133063052
opacified,13.723587614511287
artifact,13.702476581502282
positions,13.696401579082755
worse,13.655106237596488
empyema,13.644344556228877
skin,13.62554420127883
suprahilar,13.624140057979693
administered,13.615521010575314
ileus,13.567316782159889
preserved,13.562973824491776
gi,13.495815898175136
tweighted,13.472248624040313
causing,13.438251956885484
aneurysm,13.404811816077702
obtain,13.38719795671828
margin,13.365345480546537
visible,13.349390155346475
using,13.339746757447397
myocardial,13.323295864835945
engorgement,13.323252212290006
monitoring,13.308099102287459
complications,13.280947129677356
emphysematous,13.257439793449947
decreasing,13.248833547002347
numerous,13.185951684050101
transferred,13.181282440524587
tracer,13.1804154607519
canal,13.167993531048754
apices,13.116818539739283
met,13.116449630078261
gland,13.11428409975631
posteriorly,13.112467822226826
seizure,13.10074734907504
compare,13.09045207001572
particularly,13.085802058775434
trauma,13.082035586339405
groundglass,13.075459766293779
arrest,13.021320269198823
carotid,13.011240559379793
arterial,12.969848438465098
widespread,12.949352134399412
distention,12.94580938563726
call,12.937724773463778
approach,12.874819792193062
pelvic,12.872884661610383
found,12.861069766864649
need,12.84459621429464
diagnosed,12.839089750049272
smalltomoderate,12.823194615930609
sonname,12.804670043870178
pw,12.780695428160826
hilus,12.749062312396255
territorial,12.724788998825707
ge,12.716300859138986
erect,12.714041342738183
top,12.670909119261015
hypoxic,12.66515538592784
additionally,12.646991859888445
maxillary,12.62130076510972
communicated,12.607921401675007
radiographic,12.607860386874167
almost,12.594942073468319
bx,12.552529946460998
suspected,12.522897063326807
pancoast,12.496271461701923
rotation,12.477520802389789
arch,12.45697035422501
haziness,12.45501617682026
trace,12.439944615031825
direct,12.385935890461674
persist,12.37864222558086
nonionic,12.376285110274944
origin,12.359852481450664
recommend,12.328528939242828
presumably,12.325605774005254
staples,12.31055742143574
cystic,12.262864149552744
ischemia,12.221601361785801
cerebellum,12.174849244537146
micu,12.159456027506959
mi,12.154826651663178
hyperdense,12.136202035164919
mildtomoderate,12.11389509830538
caliber,12.10625847708983
differentiation,12.075237018568302
titles,12.074054292788055
cv,12.068262958636797
overlies,12.053587062667784
vent,12.033133140372662
preceding,11.94994160206452
reconstruction,11.938258417117774
difficulty,11.936031455099611
conclusion,11.892728501208596
presents,11.881441996141517
differential,11.869580832981415
part,11.808663671676792
local,11.792967657377487
leads,11.781025210787059
medially,11.776600258362077
pathologic,11.757016883007138
iliac,11.730283185799768
around,11.70030115573828
mediastinoscopy,11.700212116135761
examinations,11.687887826660209
operative,11.683321356261505
early,11.651038846372611
much,11.610664311108078
embolization,11.558013190887273
rotated,11.530856376183534
icu,11.52011863090402
redemonstrated,11.51846360005209
redistribution,11.497662122207291
ich,11.49435308624801
end,11.492968744366866
unilat,11.483579774621605
distribution,11.45591268572021
type,11.43606808263126
lobar,11.41467706915741
collections,11.413553224267154
interim,11.39622485026005
reduction,11.38709370183591
courses,11.373243107110081
disc,11.359799317537364
sicub,11.33982107021244
clot,11.330921570896265
branches,11.294696386478797
pleurodesis,11.292177363421107
defect,11.27494249673087
beyond,11.273469857232444
ogt,11.259107653715956
paramediastinal,11.256220123793112
worrisome,11.237347581632049
extension,11.218773289848446
epidural,11.21749428715939
rij,11.20303434058785
intact,11.175704876947005
corresponding,11.151471306975157
barium,11.127993293540312
crani,11.121734836454209
paged,11.096154690452822
upon,11.091220893065445
repositioned,11.09056970261738
indicating,11.08140062532254
successful,11.076419911039807
cad,11.069927276796557
cisterns,11.060571114310312
poor,11.053451528863595
leukocytosis,11.026143720062077
fully,11.016395651394593
reference,10.984172358393309
clamped,10.979210368149646
todays,10.97727722747664
helpful,10.968807735441619
incompletely,10.955617277785956
substantially,10.955084176950338
chnage,10.945068935883283
repositioning,10.943309961468213
hip,10.943166735643562
ms,10.930966872493144
airways,10.925850863296974
scoliosis,10.924797547892286
sterile,10.913713031119045
mucous,10.906042168567128
sounds,10.898025669422708
currently,10.893598640163484
used,10.882817769907826
dc,10.87174470702553
reticular,10.801022945764103
hiv,10.790128982091947
defined,10.739569076915307
mucosal,10.727097254613
ribs,10.70455559803729
characterized,10.70030372532138
sbo,10.689568622649537
except,10.640783585118484
occlusion,10.62923704146869
mesenteric,10.628048132556515
sutures,10.625016272952566
rectum,10.610651516774789
glands,10.608682733009516
dissection,10.602349863859487
planning,10.58296458181845
desat,10.573890398130985
despite,10.55868238042364
effacement,10.551525958965428
retroperitoneal,10.550087373316664
reflecting,10.521745446795721
clearing,10.502422935009024
atrial,10.48126211985362
emboli,10.477569568585425
stenting,10.475425693357662
cath,10.475303334517783
entirely,10.46974579457239
next,10.431206159774838
progressed,10.421450244277045
fa,10.40780167890192
collapseconsolidation,10.404879896560306
effusionleft,10.39951231202761
swan,10.365103198621897
bronchopleural,10.364512467254906
urinary,10.355405783505418
protocol,10.339960747284401
clearly,10.324324652188722
questionable,10.31461246324294
replacement,10.313549928181082
source,10.309420577638814
pleurx,10.308520188027291
carcinoid,10.307367158907548
supraclavicular,10.282853641674425
evolving,10.250876211532988
dating,10.235124397779982
presenting,10.228266849104244
atrophy,10.218798901637127
necrotic,10.209900093724466
peg,10.19544540832177
cause,10.192732924087352
absence,10.17071374845431
paracostasl,10.169718242876199
sized,10.16846978368063
thin,10.143824013223622
reintubated,10.139582595264242
per,10.110970884908658
morning,10.074153450046408
indicated,10.063946247380624
review,10.062318452031722
exacerbation,10.058820677807939
skull,10.04902611579816
reflects,10.029554685782038
overt,9.954597993439538
